Authors,Title,Year,Source title,Cited by,Link,Abstract,Author Keywords,Index Keywords,EID
"Ramírez-Gallego S., Fernández A., García S., Chen M., Herrera F.","Big Data: Tutorial and guidelines on information and process fusion for analytics algorithms with MapReduce",2018,"Information Fusion",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031496391&doi=10.1016%2fj.inffus.2017.10.001&partnerID=40&md5=6a693a569a782eb3fac76e4ac7be22f1","We live in a world were data are generated from a myriad of sources, and it is really cheap to collect and storage such data. However, the real benefit is not related to the data itself, but with the algorithms that are capable of processing such data in a tolerable elapse time, and to extract valuable knowledge from it. Therefore, the use of Big Data Analytics tools provide very significant advantages to both industry and academia. The MapReduce programming framework can be stressed as the main paradigm related with such tools. It is mainly identified by carrying out a distributed execution for the sake of providing a high degree of scalability, together with a fault-tolerant scheme. In every MapReduce algorithm, first local models are learned with a subset of the original data within the so-called Map tasks. Then, the Reduce task is devoted to fuse the partial outputs generated by each Map. The ways of designing such fusion of information/models may have a strong impact in the quality of the final system. In this work, we will enumerate and analyze two alternative methodologies that may be found both in the specialized literature and in standard Machine Learning libraries for Big Data. Our main objective is to provide an introduction of the characteristics of these methodologies, as well as giving some guidelines for the design of novel algorithms in this field of research. Finally, a short experimental study will allow us to contrast the scalability issues for each type of process fusion in MapReduce for Big Data Analytics. © 2017 Elsevier B.V.","Big Data Analytics; Information fusion; Machine learning; MapReduce; Spark","Artificial intelligence; Data handling; Digital storage; Electric sparks; Information fusion; Learning systems; Scalability; Data analytics; Degree of scalability; Fault tolerant schemes; Map-reduce; Map-reduce programming; Novel algorithm; Scalability issue; Standard machines; Big data",2-s2.0-85031496391
"Dabrowski J.J., de Villiers J.P., Beyers C.","Naïve Bayes switching linear dynamical system: A model for dynamic system modelling, classification, and information fusion",2018,"Information Fusion",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032181819&doi=10.1016%2fj.inffus.2017.10.002&partnerID=40&md5=bec9b8d5bc7ccab1fdd8c9e3369f17c5","The Naïve Bayes Switching Linear Dynamical System (NB-SLDS) is proposed as a novel variant of the switching linear dynamical system (SLDS). The variant models multi-variable systems that undergo regime changes in their dynamics. The model may be applied to identify regime changes or classify systems according to their dynamics. The NB-SLDS provides the means to fuse multiple sequential data sources into a single model. A key feature of the model is that it is able to handle missing and unsynchronised data. Filtering and smoothing algorithms for inference and an expectation maximisation algorithm for parameter learning in the NB-SLDS are presented. The model is demonstrated and compared to the SLDS and hidden Markov model (HMM) in a human action recognition problem. © 2017","Classification; Dynamic Bayesian network; Missing data; Regime model; Time series","Bayesian networks; Classification (of information); Hidden Markov models; Inference engines; Linear control systems; Markov processes; Sodium; Time series; Dynamic Bayesian networks; Expectation-maximisation; Human-action recognition; Missing data; Parameter learning; Smoothing algorithms; Switching linear dynamical systems; System modelling; Dynamical systems",2-s2.0-85032181819
"Goodman J., Spector D.","Some remarks on boundary operators of bessel extensions",2018,"Discrete and Continuous Dynamical Systems - Series S",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032445179&doi=10.3934%2fdcdss.2018027&partnerID=40&md5=43d2790d68088ee7527a7b12a63c8e14","In this paper we study some boundary operators of a class of Bessel-type Littlewood-Paley extensions whose prototype is ?xu(x, y) + 1 - 2s?u ?y (x, y) + ? ?y 2u 2 (x, y) = 0 for x ? Rd, y &gt; 0, y u(x, 0) = f(x) for x ? Rd. In particular, we show that with a logarithmic scaling one can capture the failure of analyticity of these extensions in the limiting cases s = k ? N.","Bessel functions; Boundary operator; Functional calculus; Laplacian; Littlewood-Paley extension",,2-s2.0-85032445179
"Jin H., Liu W., Zhang J.","Multiple solutions of fractional kirchhoff equations involving a critical nonlinearity",2018,"Discrete and Continuous Dynamical Systems - Series S",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032456161&doi=10.3934%2fdcdss.2018029&partnerID=40&md5=c382e0e7dcfcd9456b7f9204814b6df9","In this paper, we are concerned with the following fractional Kirchhoff equation u a= + 0 b RN |(-?) 2s u|2 (-?)su = ?u + µ|u|q-2u + |u|2*s- 2u in ?, in RN\?, where N &gt; 2s, a, b, ?, µ &gt; 0, s ? (0, 1) and ? is a bounded open domain with continuous boundary. Here (-?)s is the fractional Laplacian operator. For 2 &lt; q = min{4, 2* s}, we prove that if b is small or µ is large, the problem above admits multiple solutions by virtue of a linking theorem due to G. Cerami, D. Fortunato and M. Struwe [7, Theorem 2.5].","Critical nonlinearity; Fractional Kirchhoff equation; Multiple solutions",,2-s2.0-85032456161
"Dipierro S., Valdinoci E.","(Non)local and (non)linear free boundary problems",2018,"Discrete and Continuous Dynamical Systems - Series S",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032455470&doi=10.3934%2fdcdss.2018025&partnerID=40&md5=3fba10104df6f7fd97fc93b1074b6cdd","We discuss some recent developments in the theory of free boundary problems, as obtained in a series of papers in collaboration with L. Caffarelli, A. Karakhanyan and O. Savin. The main feature of these new free boundary problems is that they deeply take into account nonlinear energy superpositions and possibly nonlocal functionals. The nonlocal parameter interpolates between volume and perimeter functionals, and so it can be seen as a fractional counterpart of classical free boundary problems, in which the bulk energy presents nonlocal aspects. The nonlinear term in the energy superposition takes into account the possibility of modeling different regimes in terms of different energy levels and provides a lack of scale invariance, which in turn may cause a structural instability of minimizers that may vary from one scale to another.","Bernoulli’s law; Fractional perimeter; Free boundary problems; Gagliardo norm; Nonlocal minimal surfaces",,2-s2.0-85032455470
"Nuñez J., Renslow R., Cliff J.B., Anderton C.R.","NanoSIMS for biological applications: Current practices and analyses",2018,"Biointerphases",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030214297&doi=10.1116%2f1.4993628&partnerID=40&md5=38e90a7e6a87661a0e2393b2b3dd2d86","Secondary ion mass spectrometry (SIMS) has become an increasingly utilized tool in biologically relevant studies. Of these, high lateral resolution methodologies using the NanoSIMS 50/50L have been especially powerful within many biological fields over the past decade. Here, the authors provide a review of this technology, sample preparation and analysis considerations, examples of recent biological studies, data analyses, and current outlooks. Specifically, the authors offer an overview of SIMS and development of the NanoSIMS. The authors describe the major experimental factors that should be considered prior to NanoSIMS analysis and then provide information on best practices for data analysis and image generation, which includes an in-depth discussion of appropriate colormaps. Additionally, the authors provide an open-source method for data representation that allows simultaneous visualization of secondary electron and ion information within a single image. Finally, the authors present a perspective on the future of this technology and where they think it will have the greatest impact in near future. © 2017 Author(s).",,,2-s2.0-85030214297
"Wang P., Hu D., Zhao K., Jiao L., Xiao X., Yang C.","Dissipative Rogue Waves among Noise-Like Pulses in a Tm Fiber Laser Mode Locked by a Monolayer MoS2 Saturable Absorber",2018,"IEEE Journal of Selected Topics in Quantum Electronics",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031041771&doi=10.1109%2fJSTQE.2017.2749972&partnerID=40&md5=89492a214c9d5a883c8f2f45e8820409","We report on the experimental and numerical investigations of dissipative rogue waves (DRWs) among noise-like pulses, in a thulium-doped fiber laser mode locked by a monolayer MoS2 saturable absorber. By increasing the pumping power or weakening the effective cavity spectral filtering, the statistics distributions of the pulse events deviate from the Gaussian statistics to the L-shaped distributions with long tail, accompanied by the increase of the DRWs proportion. Our observations reveal the dissipat-ive nature of rogue waves in dissipative systems. © 1995-2012 IEEE.","dissipative rogue waves; Mode-locked fiber lasers; MoS2 saturable absorber; Tm-doped fiber laser","Fiber lasers; Fibers; Laser modes; Locks (fasteners); Monolayers; Optical pumping; Saturable absorbers; Dissipative systems; Gaussian statistics; Numerical investigations; Pumping power; Rogue waves; Spectral filtering; Thulium-doped fibers; Tm-doped fiber laser; Mode-locked fiber lasers",2-s2.0-85031041771
"Mizukami A., Kaise T., Van Kriekinge G.","Resource Use and Cost of Treating Human Papillomavirus–Related Lesions in Japanese Women",2018,"Value in Health Regional Issues",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028804681&doi=10.1016%2fj.vhri.2017.07.009&partnerID=40&md5=cbc6dc83efd47021f36201d7efe3c54b","Background Human papillomavirus (HPV) infection is established as a necessary causal factor in several pathologies including cervical cancer (CC), which recorded over 11,000 new cases in 2011 in Japan. Nevertheless, cost burden data of human papillomavirus–related diseases in Japan are lacking. Objectives To evaluate resource use and costs in women with HPV-related lesions. Methods A retrospective study using insurance claims databases was performed to assess the annual medical cost for suspected cervical intra-epithelial neoplasia (CIN)/CC, genital warts (GWs), CIN (all grades), and CC. Information on the treatment of GWs was obtained from the Claims Database developed by Japan Medical Data Center Co., Ltd. Information on CIN and CC was obtained from the Evidence-Based Medicine provider database developed by Medical Data Vision Co., Ltd. Databases cover about 1% of the Japanese population. Total annual cost in Japanese yen (¥) per patient in 2011 was calculated on the basis of resource used and unit costs from Japan medical insurance tariffs. Results Average annual costs were as follows: GWs, ¥34,424; suspected CIN/CC, ¥6,240; CIN 1, ¥17,484; CIN 2, ¥46,583; CIN 3, ¥166,227; and CC, ¥474,756. Conclusions To our knowledge, this is the first observational study to estimate the annual medical costs of HPV-related diseases in Japan using real-world data collected in routine clinical practice. It could provide help in estimating the economic burden of HPV-related lesions in Japanese women. © 2017","cervical cancer; cervical epithelial neoplasia; cost; genital warts; human papillomavirus; Japan","imiquimod; adolescent; adult; Article; cancer radiotherapy; cancer surgery; colposcopy; condyloma acuminatum; controlled study; cytology; disease severity; female; health care cost; health care utilization; human; Human papillomavirus DNA test; hysterectomy; immunoassay; Japanese (people); major clinical study; priority journal; retrospective study; uterine cervix biopsy; uterine cervix carcinoma in situ",2-s2.0-85028804681
"Luan L., Hu H., Li S.-C.","A Review of Studies of Quality of Life for Chinese-Speaking Patients with Ischemic Heart Disease",2018,"Value in Health Regional Issues",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031778099&doi=10.1016%2fj.vhri.2017.08.013&partnerID=40&md5=79d270088123debd3d3fdee93cd8dfa0","Objectives To review published studies of the use of health-related quality-of-life (HRQOL) instruments in patients with ischemic heart disease (IHD) in Chinese-speaking countries/regions, namely, mainland China, Hong Kong, Taiwan, and Singapore. Methods Overlapping searching strategy was used for searching three electronic databases—Cochrane Library, MEDLINE, and Embase—from January 1, 1990, to September 30, 2015. After culling, the identified publications were analyzed according to the publication date, the location where the study was conducted, the disease being studied, and the nature of the study (i.e., whether it was a validation study or an application study). Results There were 109 publications identified for review, of which 15 studies (13.8%) were for validation of HRQOL instruments. Among these studies, most were conducted in China. There were 35 instruments applied and validated in the studies. The most commonly used instruments were the Short Form 36-Item Health Survey and the Seattle Angina Questionnaire. Overall, the number of studies using HRQOL instruments has been increasing in recent years. But there were only two disease-specific instruments validated in Chinese patients with IHD—one was a chronic disease–specific instrument (QLICD-GM) and the other an IHD-specific instrument (QLICD-CHD) validated only in limited sample sizes without data on patients with the three IHD subgroup diseases (angina, myocardial infarction, and heart failure). Three disease-specific instruments were validated in patients with IHD in Hong Kong. No instrument was validated in patients with IHD in Taiwan and Singapore. This showed a lack of adequately validated core IHD instruments in Chinese-speaking countries/regions. Conclusions Considering the substantial negative impact of IHD from economical, clinical, and humanistic perspectives, psychometric evaluation of core IHD-specific instruments is still needed in patients with IHD and IHD subgroup diseases in Chinese-speaking countries/regions. © 2017","Chinese; instrument; ischemic heart disease; quality of life",,2-s2.0-85031778099
"Hirano Y., Asami Y., Kuribayashi K., Kitazaki S., Yamamoto Y., Fujimoto Y.","Possibility of Database Research as a Means of Pharmacovigilance in Japan Based on a Comparison with Sertraline Postmarketing Surveillance",2018,"Value in Health Regional Issues",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021151901&doi=10.1016%2fj.vhri.2017.05.002&partnerID=40&md5=2937ef6f523e18ace0063a7699d4ee38","Background Many pharmacoepidemiologic studies using large-scale databases have recently been utilized to evaluate the safety and effectiveness of drugs in Western countries. In Japan, however, conventional methodology has been applied to postmarketing surveillance (PMS) to collect safety and effectiveness information on new drugs to meet regulatory requirements. Conventional PMS entails enormous costs and resources despite being an uncontrolled observational study method. This study is aimed at examining the possibility of database research as a more efficient pharmacovigilance approach by comparing a health care claims database and PMS with regard to the characteristics and safety profiles of sertraline-prescribed patients. Methods The characteristics of sertraline-prescribed patients recorded in a large-scale Japanese health insurance claims database developed by MinaCare Co. Ltd. were scanned and compared with the PMS results. We also explored the possibility of detecting signals indicative of adverse reactions based on the claims database by using sequence symmetry analysis. Diabetes mellitus, hyperlipidemia, and hyperthyroidism served as exploratory events, and their detection criteria for the claims database were reported by the Pharmaceuticals and Medical Devices Agency in Japan. Results Most of the characteristics of sertraline-prescribed patients in the claims database did not differ markedly from those in the PMS. There was no tendency for higher risks of the exploratory events after exposure to sertraline, and this was consistent with sertraline's known safety profile. Conclusions Our results support the concept of using database research as a cost-effective pharmacovigilance tool that is free of selection bias. Further investigation using database research is required to confirm our preliminary observations. © 2017","database research; health care claim; pharmacovigilance; postmarketing surveillance; sertraline","anxiolytic agent; benzodiazepine derivative; central nervous system agents; hypnotic agent; psychotropic agent; sedative agent; sertraline; adolescent; adult; aged; Article; child; comparative study; controlled study; cost effectiveness analysis; depression; diabetes mellitus; drug cost; drug database; drug exposure; drug research; drug safety; drug surveillance program; exploratory research; female; health insurance; high risk patient; human; hyperlipidemia; hyperthyroidism; Japan; Japanese (people); major clinical study; male; middle aged; postmarketing surveillance; practice guideline; preschool child; prescription; priority journal; prospective study; retrospective study; school child; unspecified side effect; very elderly; young adult",2-s2.0-85021151901
"Munchey R., Pongmesa T.","Health-Related Quality of Life and Functional Ability of Patients with Rheumatoid Arthritis: A Study from a Tertiary Care Hospital in Thailand",2018,"Value in Health Regional Issues",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031755897&doi=10.1016%2fj.vhri.2017.08.012&partnerID=40&md5=5fb9be6fd8049f408bc47a4658ce93ce","Objectives To assess the health-related quality of life and functional ability of patients with rheumatoid arthritis (RA) using the Thai EuroQol five-dimensional questionnaire (EQ-5D) and the Thai Health Assessment Questionnaire (HAQ), and to analyze correlations between the scores from both questionnaires. Methods This cross-sectional study was conducted among 221 patients with RA aged 18 years or older at a tertiary care hospital in Thailand. Data collection methods included individual patient interviews and data gathering from medical records. The correlations between the EQ-5D and HAQ scores were analyzed using Spearman's rank correlation coefficients. Results Most patients were female (78.3%), aged 41 to 60 years (57.0%), having had RA for 12 to 60 months (43.0%), and being in an active disease state (60.6%). From the EQ-5D, most patients reported no problems in each dimension, except for mobility and pain/discomfort. For the HAQ, most patients reported no difficulty for almost all activities, except for arising. The medians (interquartile ranges) for the EQ-5D utility, EuroQol visual analogue scale (EQ VAS), and HAQ scores were 0.65 (0.55–0.73), 70 (50–80), and 0.25 (0.00–0.81), respectively. The Spearman's rank correlation coefficients were 0.42 for the EQ-5D utility and EQ VAS scores (P = 0.01), −0.65 for the EQ-5D utility and HAQ scores (P < 0.001), and −0.39 for the EQ VAS and HAQ scores (P < 0.001). Conclusions The health-related quality of life and functional ability of most patients in our study were partially affected by the disease. The EQ-5D and HAQ scores significantly correlated at a moderate to strong level. © 2017","EQ-5D; functional ability; HAQ; HRQOL; rheumatoid arthritis","adult; Article; controlled study; cross-sectional study; female; functional status; Health Assessment Questionnaire; human; major clinical study; male; pain; patient comfort; priority journal; quality of life; rheumatoid arthritis; tertiary care center; Thailand; visual analog scale",2-s2.0-85031755897
"Du S., Song G., Hong H., Liu D.","Learning dynamic dependency network structure with time lag",2018,"Science China Information Sciences",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028950675&doi=10.1007%2fs11432-016-9070-4&partnerID=40&md5=e5e14bf91ef5b21c65acf612720e99a4","Characterizing and understanding the structure and the evolution of networks is an important problem for many different fields. While in the real-world networks, especially the spatial networks, the influence from one node to another tends to vary over both space and time due to the different space distances and propagation speeds between nodes. Thus the time lag plays an essential role in interpreting the temporal causal dependency among nodes and also brings a big challenge in network structure learning. However most of the previous researches aiming to learn the dynamic network structure only treat the time lag as a predefined constant, which may miss important information or include noisy information if the time lag is set too small or too large. In this paper, we propose a dynamic Bayesian model with adaptive lags (DBAL) which simultaneously integrates two usually separate tasks, i.e., learning the dynamic dependency network structure and estimating time lags, within one unified framework. Specifically, we propose a novel weight kernel approach for time series segmenting and sampling via leveraging samples from adjacent segments to avoid the sample scarcity. Besides, an effective Bayesian scheme cooperated with reversible jump Markov chain Monte Carlo (RJMCMC) and expectation propagation (EP) algorithm is proposed for parameter inference. Extensive empirical evaluations are conducted on both synthetic and two real-world datasets, and the results demonstrate that our proposed model is superior to the traditional methods in learning the network structure and the temporal dependency. © 2017, Science China Press and Springer-Verlag GmbH Germany.","dependency network; dynamic network; time lag","Bayesian networks; Markov processes; Dependency networks; Dynamic network; Empirical evaluations; Expectation Propagation; Parameter inference; Real-world networks; Reversible jump Markov chain Monte Carlo; Time lag; Inference engines",2-s2.0-85028950675
